20,20,40,-34846.402,0.02,8551.3046,0.0006,39962590.85,0.022
19,21,40,-20523.353,2.828,8173.6697,0.0707,39977967.28,3.036
18,22,40,-8993.439,68.244,7865.8632,1.7061,39990345.15,73.262
17,23,40,12470,300,7310,7,40013387,322
29,12,41,58100,500,6425,12,41062373,537
28,13,41,34590,400,6980,10,41037134,429
27,14,41,13200,300,7482,7,41014171,322
26,15,41,-4979.767,120.163,7906.5513,2.9308,40994654,129
25,16,41,-19008.58,4.099,8229.6358,0.1,40979593.45,4.4
24,17,41,-27307.192,68.723,8412.9593,1.6762,40970684.53,73.777
23,18,41,-33067.51,0.347,8534.3733,0.0085,40964500.57,0.372
22,19,41,-35559.5488,0.00376,8576.0731,0.0003,40961825.26,0.00403
21,20,41,-35137.908,0.138,8546.7075,0.0034,40962277.91,0.147
20,21,41,-28642.36,0.077,8369.1979,0.0019,40969251.16,0.083
19,22,41,-15697.539,27.945,8034.3889,0.6816,40983148,30
18,23,41,310,200,7625,5,41000333,215
17,24,41,20410,400,7116,10,41021911,429
29,13,42,41990,500,6829,12,42045078,537
28,14,42,16840,300,7410,7,42018078,322
27,15,42,1091.842,95.009,7765.9122,2.2621,42001172.14,101.996
26,16,42,-17637.748,2.794,8193.2275,0.0665,41981065.1,3
25,17,42,-24831.77,59.616,8345.8864,1.4194,41973342,64
24,18,42,-34422.678,5.775,8555.6141,0.1375,41963045.74,6.2
23,19,42,-35022.031,0.106,8551.2571,0.0025,41962402.31,0.113
22,20,42,-38547.293,0.148,8616.5646,0.0035,41958617.78,0.159
21,21,42,-32121.003,0.154,8444.9303,0.0037,41965516.69,0.165
20,22,42,-25104.353,0.269,8259.24,0.0064,41973049.37,0.289
19,23,42,-7620,196,7824,5,41991820,210
18,24,42,7060,300,7456,7,42007579,322
30,13,43,48270,600,6712,14,43051820,644
29,14,43,24330,400,7251,9,43026119,429
28,15,43,5040,300,7681,7,43005411,322
27,16,43,-12195.461,4.97,8063.8276,0.1156,42986907.64,5.335
26,17,43,-24159.51,61.859,8323.8672,1.4386,42974063.7,66.407
25,18,43,-32009.811,5.31,8488.2382,0.1235,42965636.06,5.7
24,19,43,-36575.394,0.41,8576.2204,0.0095,42960734.7,0.44
23,20,43,-38408.873,0.227,8600.6653,0.0053,42958766.38,0.244
22,21,43,-36188.15,1.863,8530.8265,0.0433,42961150.43,1.999
21,22,43,-29315.591,5.719,8352.8054,0.133,42968528.42,6.139
20,23,43,-17916.358,42.849,8069.5129,0.9965,42980766,46
19,24,43,-1970,200,7680,5,42997885,215
18,25,43,17370,400,7213,9,43018647,429
30,14,44,29310,500,7156,11,44031466,537
29,15,44,11110,400,7552,9,44011927,429
28,16,44,-9204.236,5.216,7996.0154,0.1186,43990118.85,5.6
27,17,44,-20478.973,85.566,8234.4788,1.9447,43978014.92,91.859
26,18,44,-32673.26,1.584,8493.8411,0.036,43964923.81,1.7
25,19,44,-35781.498,0.419,8546.7023,0.0095,43961586.98,0.45
24,20,44,-41468.73,0.325,8658.1769,0.0074,43955481.49,0.348
23,21,44,-37816.035,1.756,8557.3805,0.0399,43959402.82,1.884
22,22,44,-37548.586,0.7,8533.5215,0.0159,43959689.94,0.751
21,23,44,-23808.079,7.265,8203.4567,0.1651,43974440.98,7.799
20,24,44,-13421.899,51.232,7949.6265,1.1644,43985591,55
19,25,44,7460,300,7457,7,44008009,322
31,14,45,37090,600,7004,13,45039818,644
30,15,45,15960,500,7456,11,45017134,537
29,16,45,-3340,300,7867,7,44996414,322
28,17,45,-18262.544,136.163,8181.5991,3.0259,44980394.35,146.177
27,18,45,-29770.801,0.512,8419.9526,0.0114,44968039.73,0.55
26,19,45,-36615.643,0.522,8554.6747,0.0116,44960691.49,0.56
25,20,45,-40812.23,0.365,8630.5467,0.0081,44956186.27,0.392
24,21,45,-41072.321,0.663,8618.941,0.0147,44955907.05,0.712
23,22,45,-39010.266,0.836,8555.7321,0.0186,44958120.76,0.897
22,23,45,-31886.441,0.863,8380.0394,0.0192,44965768.5,0.926
21,24,45,-19514.801,35.397,8087.7286,0.7866,44979050,38
20,25,45,-4980,300,7747,7,44994654,322
19,26,45,14408,283,7299,6,45015467,304
31,15,46,22840,500,7320,11,46024520,537
30,16,46,640,400,7785,9,46000687,429
29,17,46,-13734.949,97.249,8080.7757,2.1141,45985254.93,104.4
28,18,46,-29771.255,2.329,8412.3835,0.0506,45968039.24,2.5
27,19,46,-35413.929,0.727,8518.0428,0.0158,45961981.58,0.78
26,20,46,-43139.61,2.234,8668.9848,0.0486,45953687.73,2.398
25,21,46,-41761.643,0.671,8622.0215,0.0146,45955167.03,0.72
24,22,46,-44128.269,0.09,8656.4623,0.002,45952626.36,0.097
23,23,46,-37075.897,0.134,8486.1423,0.0029,45960197.39,0.143
22,24,46,-29471.57,11.453,8303.8233,0.249,45968360.97,12.295
21,25,46,-12417.748,86.629,7916.0805,1.8832,45986669,93
20,26,46,1210,300,7603,7,46001299,322
32,15,47,28810,600,7209,13,47030929,644
31,16,47,7200,400,7652,9,47007730,429
30,17,47,-9580,200,7992,4,46989715,215
29,18,47,-25367.274,1.211,8311.425,0.0258,46972767.11,1.3
28,19,47,-35711.982,1.397,8514.8795,0.0297,46961661.61,1.5
27,20,47,-42344.665,2.221,8639.3548,0.0473,46954541.13,2.384
26,21,47,-44336.842,1.931,8665.0958,0.0411,46952402.44,2.072
25,22,47,-44937.612,0.08,8661.2325,0.0017,46951757.49,0.085
24,23,47,-42007.07,0.11,8582.2348,0.0024,46954903.56,0.118
23,24,47,-34563.093,5.197,8407.2067,0.1106,46962895,5.578
22,25,47,-22566.376,31.671,8135.3117,0.6738,46975774,34
21,26,47,-7130,500,7790,11,46992346,537
20,27,47,10620,600,7396,13,47011401,644
32,16,48,12390,500,7552,10,48013301,537
31,17,48,-4280,500,7883,10,47995405,537
30,18,48,-22354.927,16.767,8243.6656,0.3493,47976001,18
29,19,48,-32284.482,0.773,8434.2324,0.0161,47965341.18,0.83
28,20,48,-44224.868,0.018,8666.6916,0.0004,47952522.65,0.018
27,21,48,-44504.083,4.95,8656.2097,0.1031,47952222.9,5.313
26,22,48,-48492.952,0.074,8723.0122,0.0016,47947940.68,0.079
25,23,48,-44478.005,0.972,8623.0686,0.0202,47952250.9,1.043
24,24,48,-42821.313,7.311,8572.2553,0.1523,47954029.43,7.848
23,25,48,-29296.644,6.699,8274.1924,0.1396,47968548.76,7.191
22,26,48,-18008.575,92.218,8022.7254,1.9212,47980667,99
21,27,48,1730,500,7595,10,48001857,537
20,28,48,18178,424,7236,9,48019515,455
33,16,49,20391,583,7400,12,49021891,626
32,17,49,740,400,7785,8,49000794,429
31,18,49,-17060,400,8132,8,48981685,429
30,19,49,-29611.496,0.801,8372.2753,0.0164,48968210.75,0.86
29,20,49,-41300.003,0.178,8594.85,0.0036,48955662.63,0.19
28,21,49,-46562.447,2.268,8686.2805,0.0463,48950013.16,2.434
27,22,49,-48564.012,0.078,8711.1625,0.0016,48947864.39,0.084
26,23,49,-47962.157,0.824,8682.9135,0.0168,48948510.51,0.884
